"12531524","JE433570","2021-11-04T10:35:00.000","046XX N MILWAUKEE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1623","016","45","15","04A","1140616","1930408","2021","2021-11-11T15:51:52.000","41.965130329","-87.758377123",41.965130329,-87.758377123,{"address": "", "city": "", "state": "", "zip": ""},"20","21869","15","260","50","48","12","58"
"12532846","JE434343","2021-11-04T10:30:00.000","078XX W BELMONT AVE","0560","ASSAULT","SIMPLE","BAR OR TAVERN",FALSE,FALSE,"1631","016","38","17","08A","1123085","1920340","2021","2021-11-11T15:51:52.000","41.937807222","-87.82305621",41.937807222,-87.82305621,{"address": "", "city": "", "state": "", "zip": ""},,"4454",,"457",,,,
"12532712","JE433917","2021-11-04T10:30:00.000","066XX N NORTHWEST HWY","0560","ASSAULT","SIMPLE","COMMERCIAL / BUSINESS OFFICE",FALSE,FALSE,"1612","016","41","9","08A","1125227","1943686","2021","2021-11-11T15:51:52.000","42.001835963","-87.814664322",42.001835963,-87.814664322,{"address": "", "city": "", "state": "", "zip": ""},"34","22243","77","654","29","17","12","45"
"12531498","JE433583","2021-11-04T10:20:00.000","012XX S WABASH AVE","0560","ASSAULT","SIMPLE","GROCERY FOOD STORE",TRUE,FALSE,"0131","001","3","33","08A","1176963","1894850","2021","2021-11-11T15:51:52.000","41.866810739","-87.625817031",41.866810739,-87.625817031,{"address": "", "city": "", "state": "", "zip": ""},"48","14913","34","374","9","35","22","94"
"12531600","JE433592","2021-11-04T10:17:00.000","068XX S STEWART AVE","0545","ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","SCHOOL - PUBLIC BUILDING",FALSE,FALSE,"0722","007","6","68","08A","1174651","1859743","2021","2021-11-11T15:51:52.000","41.770525914","-87.635351487",41.770525914,-87.635351487,{"address": "", "city": "", "state": "", "zip": ""},"31","21559","66","479","32","11","17","201"
"12531411","JE433530","2021-11-04T10:10:00.000","006XX N SAWYER AVE","0560","ASSAULT","SIMPLE","RESIDENCE",FALSE,TRUE,"1121","011","27","23","08A","1154593","1904130","2021","2021-11-11T15:51:52.000","41.892752569","-87.707691679",41.892752569,-87.707691679,{"address": "", "city": "", "state": "", "zip": ""},"41","21572","24","177","46","30","16","65"
"12531503","JE433656","2021-11-04T10:00:00.000","058XX N LINCOLN AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","SCHOOL - PUBLIC GROUNDS",FALSE,FALSE,"2011","020","40","2","04A","1155809","1938617","2021","2021-11-11T15:51:52.000","41.987362912","-87.702293402",41.987362912,-87.702293402,{"address": "", "city": "", "state": "", "zip": ""},"46","4450","20","65","24","50","2","57"
"12531573","JE433524","2021-11-04T09:50:00.000","049XX N KEDZIE AVE","0560","ASSAULT","SIMPLE","APARTMENT",FALSE,TRUE,"1713","017","33","14","08A","1154152","1932644","2021","2021-11-11T15:51:52.000","41.971006013","-87.70854818",41.971006013,-87.70854818,{"address": "", "city": "", "state": "", "zip": ""},"28","21849","14","750","20","20","1","1"
"12531408","JE433519","2021-11-04T09:45:00.000","071XX S WESTERN AVE","0560","ASSAULT","SIMPLE","CONVENIENCE STORE",FALSE,FALSE,"0832","008","18","66","08A","1161607","1857352","2021","2021-11-11T15:51:52.000","41.764245207","-87.683232026",41.764245207,-87.683232026,{"address": "", "city": "", "state": "", "zip": ""},"6","22257","64","333","30","58","13","207"
"12531798","JE433843","2021-11-04T09:15:00.000","008XX E 50TH ST","0560","ASSAULT","SIMPLE","SCHOOL - PUBLIC BUILDING",FALSE,FALSE,"0223","002","4","39","08A","1182685","1872039","2021","2021-11-11T15:51:52.000","41.804084538","-87.605520738",41.804084538,-87.605520738,{"address": "", "city": "", "state": "", "zip": ""},"1","21192","5","461","10","10","24","116"
"12531384","JE433505","2021-11-04T09:15:00.000","015XX W 82ND ST","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","RESIDENCE - PORCH / HALLWAY",FALSE,FALSE,"0614","006","21","71","04A","1167620","1850357","2021","2021-11-11T15:51:52.000","41.744923149","-87.66139308",41.744923149,-87.66139308,{"address": "", "city": "", "state": "", "zip": ""},"18","21554","70","558","13","59","20","237"
"12531510","JE433440","2021-11-04T09:00:00.000","034XX S RHODES AVE","0560","ASSAULT","SIMPLE","APARTMENT",FALSE,FALSE,"0211","002","4","35","08A","1180461","1882209","2021","2021-11-11T15:51:52.000","41.832043206","-87.613364699",41.832043206,-87.613364699,{"address": "", "city": "", "state": "", "zip": ""},"1","21194","1","581","10","40","24","169"
"12531492","JE433461","2021-11-04T08:44:00.000","070XX S VINCENNES AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0731","007","6","69","04A","1176784","1858178","2021","2021-11-11T15:51:52.000","41.766183613","-87.627579866",41.766183613,-87.627579866,{"address": "", "city": "", "state": "", "zip": ""},"31","21559","67","513","32","11","17","210"
"12531364","JE433499","2021-11-04T08:40:00.000","007XX W NORTH AVE","0560","ASSAULT","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,"1822","018","27","8","08A","1170996","1910881","2021","2021-11-11T15:51:52.000","41.9109337","-87.647251872",41.9109337,-87.647251872,{"address": "", "city": "", "state": "", "zip": ""},"41","14926","37","108","11","54","14","199"
"12531419","JE433447","2021-11-04T08:30:00.000","065XX S CALIFORNIA AVE","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","ALLEY",FALSE,FALSE,"0831","008","17","66","04A","1158840","1861060","2021","2021-11-11T15:51:52.000","41.774477445","-87.693272697",41.774477445,-87.693272697,{"address": "", "city": "", "state": "", "zip": ""},"44","21867","64","382","31","58","13","208"
